Name,Einheit (g / Stück),Kalorien,Fett,Kohlenhydrate,Eiweiß,Marke
Cappuccino mit Milch,1 Portion,94.0,3.0,9.8,6.8,Salzburg Milch
Almased mit Milch ,1 Portion ,350.0,10.2,24.8,33.1,Salzburg Milch
Milch & Cerealien Riegel,100.0,529.0,30.3,50.4,12.4,Salzburg Milch
Entrahmte H-Milch,100.0,38.0,0.3,5.1,3.6,Salzburg Milch
Frische Fettarme Milch ,100.0,47.0,1.5,4.9,3.5,Salzburg Milch
Kokosnuss-Milch Light,100.0,128.0,13.0,1.4,1.1,Salzburg Milch
Schoko & Keks Milch,1 Riegel ,176.0,9.8,19.3,2.5,Salzburg Milch
Frische Fettarme Milch,100.0,46.0,1.5,4.8,3.4,Salzburg Milch
Creme Eier Milch,1 Ei ,112.0,6.9,11.0,1.3,Salzburg Milch
Schoko-Milch Minis,100.0,536.0,36.5,43.6,7.8,Salzburg Milch
"Milch 3,5% Fett",100.0,64.0,3.5,4.7,3.5,Salzburg Milch
Entrahmte H-Milch,100.0,37.0,0.3,5.0,3.5,Salzburg Milch
Frische Land Milch,100.0,68.0,3.9,4.9,3.4,Salzburg Milch
Fettarme H-Milch,100.0,48.0,1.5,5.0,3.5,Salzburg Milch
"Milch 1,5% Fett",100.0,47.0,1.5,4.9,3.5,Salzburg Milch
Schoko Milch Riegel,1 Riegel ,105.0,7.0,9.0,1.4,Salzburg Milch
Milch Drink Erdbeer,100.0,72.0,1.4,11.3,3.5,Salzburg Milch
Milch-Haselnuss-Schnitte,100.0,534.0,32.6,50.2,8.8,Salzburg Milch
"Milch 1,5% Fett",100.0,47.0,1.5,4.9,3.4,Salzburg Milch
"Bio Milch 1,5%",100.0,48.0,1.5,5.0,3.5,Salzburg Milch
"Milch 0,1% Fett",100.0,35.0,0.1,5.0,3.6,Salzburg Milch
Frische Fettarme Milch,100.0,46.0,1.5,4.8,3.4,Salzburg Milch
Milch Drink Vanille,100.0,67.0,1.4,10.3,3.3,Salzburg Milch
Frische Fettarme Milch,100.0,47.0,1.5,4.9,3.5,Salzburg Milch
Frische Fettarme Milch,100.0,47.0,1.5,4.9,3.4,Salzburg Milch
Fettarme H-Milch,100.0,48.0,1.5,5.0,3.5,Salzburg Milch
Frische Fettarme Milch,100.0,48.0,1.5,5.0,3.5,Salzburg Milch
Milch Schoko Laktosefrei,100.0,64.0,2.0,7.9,3.5,Salzburg Milch
Milch-Schoko-Riegel,100.0,594.0,41.7,46.1,8.2,Salzburg Milch
Haltbare Bergbauern Milch ,100.0,64.0,3.5,4.8,3.3,Salzburg Milch
Milch Schokoladen Streusel,100.0,451.0,16.7,62.5,10.2,Salzburg Milch
Hafer Chia Milch,100.0,47.0,1.3,7.8,0.7,Salzburg Milch
Milch Quark Stracciatella,100.0,153.0,5.2,19.0,7.0,Salzburg Milch
Meine Leichte Milch ,100.0,40.0,0.5,4.8,4.0,Salzburg Milch
Soya Vanille Milch,100.0,54.0,1.7,6.5,3.0,Salzburg Milch
Frische Fettarme Milch ,100.0,50.0,1.8,4.9,3.5,Salzburg Milch
Milch Brötle Rosinen,100.0,323.0,7.3,55.0,8.1,Salzburg Milch
High Protein Milch,100.0,55.0,0.1,5.1,8.5,Salzburg Milch
Stay Strong Milch,100.0,57.0,0.9,6.9,5.1,Salzburg Milch
Keks Sandwich Milch,100.0,476.0,19.4,68.0,6.1,Salzburg Milch
Haltbare Schoko Milch,100.0,53.0,0.2,9.1,3.6,Salzburg Milch
"Voll Milch 3,5%",100.0,65.0,3.6,4.8,3.3,Salzburg Milch
Milch Drink Schoko,100.0,71.0,1.6,10.7,3.3,Salzburg Milch
"Milch 1,5% Laktosefrei",100.0,38.0,1.5,2.7,3.5,Salzburg Milch
Milch Mäuse,1 Stück ,35.0,2.3,2.9,0.5,Salzburg Milch
Knusperbrot Milch,4 Scheiben ,100.0,1.2,18.0,3.4,Salzburg Milch
Bananen Milch,100.0,77.0,2.9,9.8,2.9,Salzburg Milch
Milch + Schokolade,1 Riegel ,105.0,7.0,9.4,1.1,Salzburg Milch
Koala Milch,100.0,546.0,31.0,62.0,4.4,Salzburg Milch
Milch Jumbo,1 Riegel ,121.0,7.6,11.0,1.9,Salzburg Milch
Kokosnuss-Milch,100.0,170.0,18.0,2.0,0.5,Salzburg Milch
Fit-Milch,100.0,42.0,0.5,4.8,3.8,Salzburg Milch
Milch Boller,1 Stück ,27.0,0.5,5.4,0.2,Salzburg Milch
Milch Vanille,100.0,68.0,1.9,9.5,3.3,Salzburg Milch
Milch Strudel ,100.0,117.0,3.7,18.0,2.8,Salzburg Milch
Kokosnuss Milch,100.0,183.0,19.0,1.9,0.9,Salzburg Milch
Milch Reis,100.0,352.0,0.9,78.5,6.7,Salzburg Milch
Milch Reis,100.0,344.0,1.1,76.0,7.1,Salzburg Milch
Milch-Nuss,100.0,572.0,39.0,45.0,8.7,Salzburg Milch
H Milch,100.0,37.0,0.3,5.0,3.5,Salzburg Milch
Goldene Milch,100.0,354.0,7.0,58.0,8.1,Salzburg Milch
Fit Milch,100.0,44.0,0.7,5.2,4.0,Salzburg Milch
Milch Snack ,100.0,452.0,28.0,44.0,5.8,Salzburg Milch
Knoppers Milch,100.0,548.0,33.2,51.3,9.2,Salzburg Milch
Barista Milch,100.0,63.0,3.0,4.9,4.0,Salzburg Milch
"Milch 1,5%",100.0,47.0,1.5,4.9,3.4,Salzburg Milch
Milch Schoko,100.0,475.0,40.0,19.0,3.6,Salzburg Milch
Fitness Milch,100.0,53.0,0.1,4.7,8.2,Salzburg Milch
Milch Snack,100.0,212.0,4.5,36.4,5.9,Salzburg Milch
Milch Chocs,100.0,590.0,39.8,49.7,6.9,Salzburg Milch
Milch Creme,100.0,562.0,34.8,54.6,6.5,Salzburg Milch
Lindor Milch,100.0,622.0,47.0,44.0,4.7,Salzburg Milch
Milch Snack ,1 Riegel ,123.0,7.3,12.0,1.9,Salzburg Milch
Milch Freunde,1 Stück ,40.0,2.6,3.5,0.5,Salzburg Milch
Milch Jumbo,100.0,560.0,35.1,51.0,9.0,Salzburg Milch
Milch Kaffee,100.0,68.0,1.9,9.2,3.4,Salzburg Milch
Bio Milch ,100.0,67.0,3.9,4.8,3.2,Salzburg Milch
Laktosefreie Milch,100.0,38.0,1.5,2.6,3.4,Salzburg Milch
"Milch 3,5%",100.0,66.0,3.6,5.0,3.3,Salzburg Milch
Erdbeer Milch,100.0,50.0,0.1,8.8,3.3,Salzburg Milch
"Milch 0,3%",100.0,37.0,0.3,5.0,3.5,Salzburg Milch
Weihnachtsmann Milch,100.0,545.0,32.0,56.0,7.4,Salzburg Milch
Milch Geister,100.0,110.0,2.8,18.2,2.9,Salzburg Milch
Snack Milch ,1 Riegel ,107.0,5.9,11.7,1.7,Salzburg Milch
Vanille Milch,100.0,48.0,0.1,8.4,3.3,Salzburg Milch
Milch Kuchenriegel,1 Stück ,196.0,12.2,19.4,1.9,Salzburg Milch
Vanille Milch,100.0,37.0,0.1,7.0,2.1,Salzburg Milch
Haselnuss Milch,100.0,29.0,1.6,3.2,0.4,Salzburg Milch
Milch Snack ,1 Stück  ,145.0,8.9,14.1,2.2,Salzburg Milch
Barista Milch ,100.0,50.0,1.5,5.0,4.0,Salzburg Milch
Laktosefreie Milch,1 Portion ,39.0,1.3,4.0,0.0,Salzburg Milch
Milch Jumbo,1 Riegel ,120.0,7.5,11.0,1.9,Salzburg Milch
Fasten Milch,100.0,44.0,0.9,4.9,4.0,Salzburg Milch
Voll Milch,100.0,64.0,3.5,4.7,3.3,Salzburg Milch
Milch Kuchenriegel,1 Riegel  ,195.0,12.0,20.0,1.7,Salzburg Milch
Milch Pudding,100.0,103.0,2.0,19.0,2.0,Salzburg Milch
Milch Schoko,100.0,594.0,41.7,46.1,8.2,Salzburg Milch
Milch Laib,1 Portion ,163.0,4.0,27.5,3.7,Salzburg Milch
Vanille-Milch,100.0,63.0,1.8,8.2,3.4,Salzburg Milch
Milch-Reis,100.0,351.0,0.5,79.0,7.0,Salzburg Milch
Milch-Reis,100.0,107.0,2.8,18.1,2.4,Salzburg Milch
Milch Freunde,100.0,567.0,37.0,50.0,7.7,Salzburg Milch
Fettarme Milch,100.0,46.0,1.5,4.8,3.4,Salzburg Milch
Milch Fettarm,100.0,48.0,1.6,5.1,3.4,Salzburg Milch
Fettarme Milch,100.0,47.0,1.5,4.9,3.4,Salzburg Milch
Milch Laible,100.0,326.0,7.9,55.0,7.4,Salzburg Milch
Fettarme Milch,100.0,48.0,1.5,4.8,3.3,Salzburg Milch
Milch Brötle,100.0,331.0,8.2,54.0,9.4,Salzburg Milch
"Milch 3,8%",100.0,68.0,3.9,4.9,3.4,Salzburg Milch
"Milch 3,5%",100.0,64.0,3.5,4.8,3.3,Salzburg Milch
Milch-Creme ,100.0,575.0,38.0,49.0,8.5,Salzburg Milch
Milch Hipstars,100.0,342.0,0.5,77.0,6.6,Salzburg Milch
Milch Schoko,1 Portion ,174.0,5.0,23.0,9.0,Salzburg Milch
Milch Vanille,1 Portion ,172.0,4.7,24.0,8.3,Salzburg Milch
"Milch 3,8%",100.0,68.0,3.9,4.8,3.4,Salzburg Milch
Erdbeer Milch,100.0,76.0,2.4,10.4,3.1,Salzburg Milch
Milch Kaffee ,100.0,36.0,1.0,4.5,2.2,Salzburg Milch
"Milch 1,5%",100.0,46.0,1.5,4.7,3.3,Salzburg Milch
Milch ,100.0,70.0,4.0,4.9,3.4,Salzburg Milch
Milch,100.0,36.0,0.3,4.9,3.4,Salzburg Milch
Milch,100.0,35.0,0.1,5.0,3.4,Salzburg Milch
Milch,100.0,48.0,1.5,5.0,3.5,Salzburg Milch
Milch,100.0,64.0,3.5,4.8,3.3,Salzburg Milch
Milch,100.0,65.0,3.8,4.4,3.3,Salzburg Milch
Milch,100.0,35.0,0.1,5.0,3.4,Salzburg Milch
Milch ,100.0,55.0,2.5,5.0,3.0,Salzburg Milch
Milch,100.0,47.0,1.5,4.9,3.4,Salzburg Milch
Milch,100.0,69.0,2.5,7.2,4.3,Salzburg Milch
Milch ,100.0,64.0,3.5,4.8,3.3,Salzburg Milch
Milch,1 Glas ,93.0,3.0,9.8,6.8,Salzburg Milch
Milch,100.0,37.0,0.3,5.0,3.6,Salzburg Milch
Milch,100.0,64.0,3.5,4.7,3.3,Salzburg Milch
Milch,100.0,66.0,3.8,4.7,3.3,Salzburg Milch
Milch ,100.0,39.0,1.8,2.5,3.0,Salzburg Milch
Milch,1 Portion ,53.0,2.4,6.2,1.9,Salzburg Milch
Milch,100.0,46.0,1.5,4.7,3.3,Salzburg Milch
Haselnuss-Schnitten,1/2 Packung ,170.0,9.0,21.0,2.0,Salzburg Schokolade
Mandeln mit Meersalz in Feinster Belgischer Weißer Schokolade mit Karamell ,100.0,561.0,38.2,41.2,11.3,Salzburg Schokolade
Cookies Soft Baked mit Weißer Schokolade und Zitronenöl,1 Keks ,124.0,5.9,16.0,1.5,Salzburg Schokolade
Getreidekugeln Dragiert mit Zartbitter- oder Weißer Schokolade,100.0,486.0,22.2,61.9,7.2,Salzburg Schokolade
Sahne Joghurt Mild Saison Kokos - Weiße Schokolade,100.0,154.0,8.8,15.4,2.5,Salzburg Schokolade
Keks mit Weisser Schokolade & Zitronen-Käsekuchen Geschmack,100.0,505.0,24.0,66.0,5.5,Salzburg Schokolade
Low Carb Protein Crossies Karamell Vollmilch Schokolade,100.0,457.0,24.0,39.0,30.0,Salzburg Schokolade
Vollmilch-Schokolade mit Nougat-Creme und Crispfüllung,100.0,545.0,33.0,55.0,5.6,Salzburg Schokolade
Sport Protein Bar Weiße Schokolade-Beeren-Geschmack,1 Riegel ,175.0,6.3,11.3,22.5,Salzburg Schokolade
Schwarze Herren Schokolade Fleur de Sel & Mandel,100.0,545.0,38.0,38.0,8.3,Salzburg Schokolade
Cranberries in Feinster Belgischer Zartbitter Schokolade ,100.0,449.0,19.6,61.4,3.4,Salzburg Schokolade
Kichererbsen Zum Knabbern in Dunkler Schokolade,100.0,429.0,23.0,26.0,16.0,Salzburg Schokolade
Free From Gluten Mini-Muffins Schokolade,1 Stück ,154.0,8.3,18.9,1.4,Salzburg Schokolade
Weiße Schokolade mit Kaffee und Knusperkeks,100.0,563.0,35.0,58.0,5.2,Salzburg Schokolade
Whey Protein Isolat Zero-L Schokolade,100.0,368.0,0.8,0.5,91.0,Salzburg Schokolade
Mousse Au Chocolat Klassisch mit Schokolade,100.0,375.0,30.7,19.0,4.3,Salzburg Schokolade
Protein Ice Bar Weisse Schokolade Crisp,1 Riegel ,138.0,7.2,13.2,5.1,Salzburg Schokolade
Elisen Lebkuchen mit Viel Dunkler Schokolade ,100.0,435.0,22.6,45.9,9.5,Salzburg Schokolade
Energy Cake 500 pro - Schokolade-Orange,100.0,399.0,18.9,46.9,6.3,Salzburg Schokolade
Protein Cookies Weiße Schokolade und Mandelgeschmack,1 Cookie ,298.0,9.4,19.0,40.0,Salzburg Schokolade
Torrone Weicher Nougat mit Dunkler Schokolade,100.0,456.0,16.0,71.0,5.4,Salzburg Schokolade
Protein Bar Weiße Schokolade-Vanille-Geschmack,100.0,363.0,13.1,30.7,40.0,Salzburg Schokolade
Weisse Schokolade mit Kaffee und Knusperkeks,100.0,563.0,35.0,58.0,5.2,Salzburg Schokolade
So Vegan So Fein Mandel & Schokolade,100.0,574.0,38.0,53.0,3.7,Salzburg Schokolade
Ciao Kakao Mix Schokolade Salted Caramel,100.0,571.0,39.0,46.0,6.7,Salzburg Schokolade
My Sweet Table Mini Gugelhupf Schokolade ,100.0,478.0,29.0,51.0,5.2,Salzburg Schokolade
Kokosmilcheis mit Dunkler Schokolade und Mandeln,1 Stück ,240.0,17.3,17.0,2.8,Salzburg Schokolade
Energy Cake 500 pro - Schokolade,1 Kuchen ,584.0,28.25,74.75,10.13,Salzburg Schokolade
Weiße Schokolade mit Bourbon-Vanille,100.0,583.0,39.0,52.0,5.7,Salzburg Schokolade
Kokosnuss in Edel-Vollmilch-Schokolade,1 Stück ,55.0,3.5,5.1,0.6,Salzburg Schokolade
Dessert-Creme mit Sahne Schokolade,1 Becher ,196.0,4.8,33.0,4.6,Salzburg Schokolade
Milch Pudding Schokolade mit Keksballs,100.0,149.0,5.5,21.0,3.8,Salzburg Schokolade
Müllermilch Select Weisse Schokolade & Pistazie,100.0,126.0,7.6,11.0,3.3,Salzburg Schokolade
100% Whey Protein Weiße Schokolade,100.0,394.0,6.3,8.6,74.0,Salzburg Schokolade
Energy Cake 500 pro - Schokolade,100.0,444.0,19.1,59.0,6.4,Salzburg Schokolade
Sahne Pudding Weiße Schokolade-Mandel,100.0,154.0,7.9,18.0,2.7,Salzburg Schokolade
Whey Protein 100% Isolate - Schokolade,100.0,378.0,2.0,5.2,84.0,Salzburg Schokolade
Queen Protein Weiße Schokolade-Pistazie,100.0,377.0,4.28,4.3,78.19,Salzburg Schokolade
Müllermilch Select Weiße Schokolade Himbeere,100.0,131.0,7.7,12.0,3.4,Salzburg Schokolade
Schwedische Mandeltorte mit Dunkler Schokolade,100.0,435.0,27.0,38.0,11.0,Salzburg Schokolade
Knusper-Müsli mit Vollmilch-Schokolade ,100.0,451.0,15.0,67.0,8.9,Salzburg Schokolade
Roasted Müsli Weiße Schokolade-Mandel,100.0,436.0,13.0,63.0,11.0,Salzburg Schokolade
Edelbitter Mousse Schokolade Schwarze Johannisbeere,100.0,516.0,33.0,44.0,6.4,Salzburg Schokolade
Whey Chocolate Bar Weiße Schokolade,1 Riegel ,274.0,17.0,15.0,15.0,Salzburg Schokolade
Vollmilch Schokolade mit Ganzen Nüssen,100.0,606.0,44.0,43.0,8.3,Salzburg Schokolade
Cookie Schokolade Double Choc Toffee,100.0,537.0,32.2,53.8,5.9,Salzburg Schokolade
"Knusper Schokolade Salz, Erdnuss, Karamell ",100.0,548.0,33.3,53.1,6.9,Salzburg Schokolade
Cappuccino-Sahne und Weisse Schokolade,100.0,557.0,34.4,53.9,6.2,Salzburg Schokolade
Kandierte Papaya in Weißer Schokolade,100.0,446.0,16.3,71.2,3.2,Salzburg Schokolade
Vollmilch Schokolade Karamell & Himalaya Salz ,100.0,564.0,36.0,51.0,7.2,Salzburg Schokolade
Protein Riegel Weiße Schokolade Himbeer,100.0,336.0,11.0,26.0,31.0,Salzburg Schokolade
Bio Weiße Schokolade mit Kakaonibs,100.0,568.0,38.0,52.0,5.2,Salzburg Schokolade
Protein Bar Weiße Schokolade Crisp,100.0,377.0,10.8,29.8,50.0,Salzburg Schokolade
Popkorn Dunkle Schokolade Geröstete Mandel,100.0,416.0,17.4,57.0,7.5,Salzburg Schokolade
Schokolade Sierra Leone Feine Bitter,100.0,550.0,40.0,31.0,9.9,Salzburg Schokolade
Soja Dessert - Dunkle Schokolade Feinherb,100.0,95.0,2.3,14.9,3.0,Salzburg Schokolade
5 Vollkorn Müsli mit Schokolade,100.0,410.0,9.8,66.0,9.4,Salzburg Schokolade
Roasted Müsli Weiße Schokolade-Mandel,1 Portion ,203.0,6.1,28.0,6.2,Salzburg Schokolade
Country Cookies Dunkle Schokolade & Macadamia,100.0,531.0,32.0,53.0,5.6,Salzburg Schokolade
Nussparade Cashewkerne in Vollmilch-Schokolade,100.0,567.0,39.1,37.6,13.5,Salzburg Schokolade
Creme de Chocolat Weiße Schokolade,1 Portion ,384.0,28.0,30.0,3.6,Salzburg Schokolade
Power Eiweiß Riegel Schokolade-Crunch,1 Riegel ,164.0,5.0,15.0,15.0,Salzburg Schokolade
Melone in Edel-Bitter-Schokolade,1 Stück ,54.0,2.2,8.0,0.3,Salzburg Schokolade
Impact Whey Protein Natürliche Schokolade,100.0,387.0,7.6,6.0,72.0,Salzburg Schokolade
Mühlenklassiker mit Viel Feiner Schokolade,100.0,385.0,9.0,62.0,10.0,Salzburg Schokolade
Protein Riegel Dunkle Schokolade Crisp,1 Portion ,153.0,5.3,11.0,15.0,Salzburg Schokolade
Protein Riegel Dunkle Schokolade Crisp,100.0,340.0,12.0,24.0,32.0,Salzburg Schokolade
Gefriergetrocknete Himbeeren in Weißer Schokolade ,100.0,497.0,26.0,59.0,5.0,Salzburg Schokolade
3K Protein Shake Dunkle Schokolade ,100.0,372.0,5.4,4.7,74.0,Salzburg Schokolade
High Protein Cookie Weiße Schokolade,1 Keks ,223.0,12.2,17.1,13.5,Salzburg Schokolade
Bio Zartbitter Schokolade 70% Kakao,100.0,572.0,42.4,33.4,7.2,Salzburg Schokolade
Weiße Schokolade mit Ganzen Haselnüssen,100.0,611.0,43.0,43.0,10.0,Salzburg Schokolade
Cookies Protein Quelle Zarte Schokolade,100.0,486.0,23.0,53.0,15.0,Salzburg Schokolade
Ganze Mandeln in Weißer Schokolade ,100.0,584.0,41.0,42.0,9.4,Salzburg Schokolade
So Good So Veggie Schokolade ,100.0,245.0,14.0,25.0,2.0,Salzburg Schokolade
Whey Protein Isolat Milch-Schokolade,100,364.0,2.5,1.9,83.0,Salzburg Schokolade
Brownie mit Schokolade und Walnüssen,1 Portion ,519.0,30.4,53.3,9.4,Salzburg Schokolade
Whey Protein Konzentrat Weisse Schokolade ,100.0,378.0,5.9,5.9,75.1,Salzburg Schokolade
Protein Schokolade mit Gesalzenen Kichererbsen,1 Riegel ,199.0,14.0,12.0,10.0,Salzburg Schokolade
"Knusper Schokolade Erdbeer, Joghurt, Limette",100.0,542.0,30.5,61.4,5.3,Salzburg Schokolade
Sahne-Pudding Vollmilch-Schokolade,100.0,162.0,9.2,15.9,3.5,Salzburg Schokolade
Basic Protein Drink Schokolade,100.0,85.0,0.4,10.0,10.0,Salzburg Schokolade
Power Eiweiß Shake Schokolade,100.0,369.0,3.8,2.9,79.4,Salzburg Schokolade
Sahne Pudding Dunkle Schokolade,100.0,158.0,8.3,17.0,3.3,Salzburg Schokolade
Croccantini mit Vollmilch-Schokolade,1 Stück ,80.0,4.7,8.0,1.2,Salzburg Schokolade
BASIC Protein Shake Schokolade,100.0,386.0,3.1,8.4,80.0,Salzburg Schokolade
Lava-Dessert Schokolade-Minze,1 Stück ,225.0,10.2,29.6,3.6,Salzburg Schokolade
Impact Whey Schokolade Brownie,100.0,390.0,7.5,7.9,71.0,Salzburg Schokolade
Paradies Creme Weisse Schokolade,1 Portion ,113.0,3.2,18.0,2.9,Salzburg Schokolade
100% Casein Protein Schokolade,100.0,349.0,2.0,8.6,71.8,Salzburg Schokolade
Protein Eis Schokolade Cookie,1 Becher ,194.0,5.5,16.7,22.1,Salzburg Schokolade
Sauerkirsche mit Dunkler Schokolade,100.0,209.0,1.9,45.3,0.8,Salzburg Schokolade
Duett Schokolade Vanille Kipferl,100.0,546.0,32.6,56.1,6.3,Salzburg Schokolade
Die Gute Bio-Schokolade,100.0,579.0,38.0,51.0,7.6,Salzburg Schokolade
Mini Mix Hörnchen Schokolade,Stück ,60.0,3.1,6.9,0.8,Salzburg Schokolade
Zoo Safari mit Schokolade,100.0,470.0,18.0,68.0,7.6,Salzburg Schokolade
Ricotta Dessert mit Schokolade,100.0,286.0,15.0,29.0,5.1,Salzburg Schokolade
Mini Patisserie Schokolade Haselnuss ,100.0,437.0,32.0,28.0,7.4,Salzburg Schokolade
Erdbeere Weiße Schokolade Müsli,100.0,199.0,14.6,16.6,8.7,Salzburg Schokolade
Schoko Butterkeks Weisse Schokolade,100.0,527.0,28.5,61.1,5.7,Salzburg Schokolade
Popcorn Weiße Schokolade Salzbrezel,100.0,372.0,8.4,66.8,5.2,Salzburg Schokolade
High Protein Pudding Schokolade ,100.0,81.0,1.6,6.4,10.0,Salzburg Schokolade
Zartbitter Schokolade Bio 70% ,100.0,601.0,45.7,33.9,8.9,Salzburg Schokolade
Proteinbar Weiße Schokolade Crisp,1 Riegel ,167.0,4.9,13.0,23.0,Salzburg Schokolade
Milchreis Unterlegt mit Schokolade,100.0,110.0,2.6,18.0,3.4,Salzburg Schokolade
Hafer Porridge mit Schokolade,100.0,374.0,9.4,56.0,11.0,Salzburg Schokolade
Weiße Schokolade Himbeer Knisterzucker,100.0,559.0,34.6,55.2,6.1,Salzburg Schokolade
Smarties in Vollmilch Schokolade ,100.0,527.0,29.0,59.0,6.3,Salzburg Schokolade
Schweizer Edelbitter Schokolade 74%,100.0,542.0,40.2,29.5,9.2,Salzburg Schokolade
Pudding Schokolade mit Sahne,100.0,172.0,10.0,17.0,3.1,Salzburg Schokolade
Bio-Sahne Pudding Schokolade,100.0,162.0,8.9,17.0,3.1,Salzburg Schokolade
Weisse Kokos Crisp Schokolade,100.0,574.0,38.5,49.1,6.5,Salzburg Schokolade
Alpenmilch Schokolade & TUC Cracker,100.0,525.0,28.5,59.5,6.5,Salzburg Schokolade
Feinste Kuchen Kirsch-Schokolade,100.0,291.0,15.7,32.1,4.8,Salzburg Schokolade
Dany Sahne Weiße Schokolade,1 Becher ,155.0,8.0,18.3,2.9,Salzburg Schokolade
Erdbeeren in Weißer Schokolade,100.0,545.0,32.1,57.6,5.8,Salzburg Schokolade
Edelbitter Schokolade 81% Kakao,100.0,604.0,50.4,22.7,8.7,Salzburg Schokolade
Crunchy Peanut Butter Schokolade,100.0,551.0,33.5,55.0,6.7,Salzburg Schokolade
Knusper Müsli mit Schokolade,100.0,396.0,10.0,59.0,10.0,Salzburg Schokolade
Cookies mit Feiner Schokolade,1 Stück ,95.0,4.8,11.6,1.3,Salzburg Schokolade
Weiße Schokolade mit Erdbeeren ,100.0,572.0,37.1,51.5,7.7,Salzburg Schokolade
Cappuccino mit Weißer Schokolade,100.0,585.0,40.9,47.8,5.4,Salzburg Schokolade
Sahne Soft Pudding Schokolade ,100.0,153.0,8.2,16.0,3.3,Salzburg Schokolade
Torrone Schokolade Erdnuss-Mohn,100.0,554.0,34.0,52.6,8.1,Salzburg Schokolade
Erdnussberge mit Weißer Schokolade,100.0,577.0,38.7,40.9,14.6,Salzburg Schokolade
Weiße Schokolade mit Mohn ,100.0,573.0,38.0,49.0,8.6,Salzburg Schokolade
Original Pudding Feinherb Schokolade,100.0,95.0,1.6,16.0,3.3,Salzburg Schokolade
Energy Cake Weiße Schokolade ,100.0,461.0,22.1,56.6,6.8,Salzburg Schokolade
Sommermüsli Erdbeer-Weiße Schokolade,100.0,418.0,13.0,59.0,11.0,Salzburg Schokolade
Erdbeer Weisse Schokolade Müsli,100.0,199.0,14.6,16.6,8.7,Salzburg Schokolade
Alpenmilch Schokolade & LU Kekse,100.0,515.0,26.0,62.5,6.4,Salzburg Schokolade
Edel Alpen Sahne Schokolade,100.0,561.0,36.4,50.4,6.7,Salzburg Schokolade
Dessert Dunkle Schokolade Feinherb,1 Becher ,115.0,2.9,18.25,3.75,Salzburg Schokolade
Wölckchen Schokolade - 30% Kalorien,100.0,92.0,4.8,7.2,4.0,Salzburg Schokolade
Nussvoll Mandel & Weiße Schokolade,1 Riegel ,122.0,7.3,10.7,2.7,Salzburg Schokolade
Mini Mix Weiße Schokolade ,1 Eis ,137.0,9.0,12.7,1.1,Salzburg Schokolade
Die Gute Bio-Schokolade,100.0,582.0,37.9,51.9,7.5,Salzburg Schokolade
Himbeeren in Beeren Schokolade,100.0,532.0,32.7,51.7,6.3,Salzburg Schokolade
Weiße Schokolade Limone Mohn,100.0,575.0,37.5,51.8,7.5,Salzburg Schokolade
Cookie Schokolade Strawberry Cheesecake,100.0,537.0,30.5,59.4,5.9,Salzburg Schokolade
Soja Dessert - Schokolade Mildfein,100.0,83.0,1.9,13.0,3.0,Salzburg Schokolade
Weiße Schokolade mit Crispies,100.0,499.0,31.0,35.0,11.0,Salzburg Schokolade
Knusper-Müsli mit Schokolade,100.0,448.0,16.0,60.0,11.0,Salzburg Schokolade
Original Pudding Feinherbe Schokolade,1 Portion ,138.0,2.3,24.2,4.9,Salzburg Schokolade
Vollmilch Trauben Nuss Schokolade,100.0,511.0,28.8,55.2,6.2,Salzburg Schokolade
Herkunfts-Schokolade 75% Kakaoanteil,1 Stück ,70.0,5.3,3.4,1.1,Salzburg Schokolade
Alpenmilch Schokolade Bunte Kakaolinsen,100.0,523.0,28.0,60.0,5.7,Salzburg Schokolade
Schoko Butterkeks Weiße Schokolade ,1 Keks ,74.0,4.0,8.6,0.8,Salzburg Schokolade
Zartbitter Schokolade mit Haselnüssen ,100.0,595.0,42.9,38.7,8.9,Salzburg Schokolade
Dessert mit Sahne Schokolade,100.0,108.0,2.2,18.9,2.9,Salzburg Schokolade
Feine Zartbitter Schokolade 70%,100.0,577.0,45.0,32.0,8.7,Salzburg Schokolade
Pro Protein Drink Schokolade ,100.0,63.0,0.4,4.8,10.0,Salzburg Schokolade
Alpenmilch Schokolade Ganze Haselnüsse,100.0,555.0,35.5,48.5,8.1,Salzburg Schokolade
Creme Pudding Garant Schokolade,100.0,102.0,1.5,19.0,3.1,Salzburg Schokolade
Optilance Drink Weiße Schokolade,1 Portion ,202.0,2.3,29.0,13.0,Salzburg Schokolade
Sahne Pudding Vollmilch Schokolade,100.0,159.0,9.1,16.0,3.1,Salzburg Schokolade
Sahne-Pudding Vollmilch Schokolade,100.0,163.0,9.2,16.0,3.6,Salzburg Schokolade
Shape Shake 2.0 Schokolade,1 Portion ,220.0,4.8,15.0,25.0,Salzburg Schokolade
Feine Weiße Crisp Schokolade,100.0,564.0,36.0,51.2,7.7,Salzburg Schokolade
Tricolor Haselnuss Vanille Schokolade,100.0,214.0,11.0,25.0,2.8,Salzburg Schokolade
Cookies 20% Weiße Schokolade,100.0,499.0,25.0,61.0,6.4,Salzburg Schokolade
Kokoskugeln in Dunkler Schokolade,100.0,512.0,32.0,48.0,4.4,Salzburg Schokolade
Pflaumen in Dunkler Schokolade,100.0,380.0,14.0,55.0,4.1,Salzburg Schokolade
High Protein Mousse Schokolade,100.0,83.0,2.0,5.7,10.0,Salzburg Schokolade
